latitude,longitude,accuracy,Date,Time
-29.62397667,-51.13463,4,30-10-2022,13:19:43
-29.62405,-51.13474333,4,30-10-2022,13:19:44
-29.62413167,-51.13484667,4,30-10-2022,13:19:45
-29.62421167,-51.13495667,4,30-10-2022,13:19:46
-29.62429,-51.13507,4,30-10-2022,13:19:47
-29.62437167,-51.13517833,4,30-10-2022,13:19:48
-29.62445833,-51.13528333,4,30-10-2022,13:19:49
-29.624535,-51.13539167,4,30-10-2022,13:19:50
-29.62459333,-51.13551833,4,30-10-2022,13:19:51
-29.62463833,-51.135655,4,30-10-2022,13:19:52
-29.624665,-51.13580167,4,30-10-2022,13:19:53
-29.62465,-51.13594,4,30-10-2022,13:19:54
-29.62458167,-51.13605833,4,30-10-2022,13:19:55
-29.62451,-51.136155,4,30-10-2022,13:19:56
-29.62451,-51.136155,4,30-10-2022,13:19:56
-29.624425,-51.13622,4,30-10-2022,13:19:57
-29.62434667,-51.13628333,4,30-10-2022,13:19:58
-29.62423333,-51.13642,4,30-10-2022,13:20:00
-29.62417,-51.13657667,4,30-10-2022,13:20:02
-29.62414667,-51.13673333,4,30-10-2022,13:20:04
-29.62415167,-51.13689167,4,30-10-2022,13:20:06
-29.62418333,-51.13705667,4,30-10-2022,13:20:08
-29.62423,-51.13722333,4,30-10-2022,13:20:10
-29.62428667,-51.13739667,4,30-10-2022,13:20:12
-29.62435833,-51.13756667,4,30-10-2022,13:20:14
-29.624425,-51.137725,4,30-10-2022,13:20:16
-29.62449667,-51.13790167,4,30-10-2022,13:20:18
-29.62456667,-51.138075,4,30-10-2022,13:20:20
-29.62461667,-51.13826167,4,30-10-2022,13:20:22
-29.62460167,-51.138465,4,30-10-2022,13:20:24
-29.6246,-51.13864333,4,30-10-2022,13:20:26
-29.62464,-51.13879667,4,30-10-2022,13:20:28
-29.62474,-51.13891,4,30-10-2022,13:20:30
-29.62483333,-51.13901667,4,30-10-2022,13:20:32
-29.62491,-51.13914833,4,30-10-2022,13:20:34
-29.62491,-51.13914833,4,30-10-2022,13:20:34
-29.62496667,-51.13929333,4,30-10-2022,13:20:36
-29.625015,-51.139425,4,30-10-2022,13:20:38
-29.62506833,-51.13953333,4,30-10-2022,13:20:40
-29.625115,-51.13964167,4,30-10-2022,13:20:42
-29.625165,-51.13973833,4,30-10-2022,13:20:44
-29.625205,-51.13986,4,30-10-2022,13:20:46
-29.62524167,-51.139985,4,30-10-2022,13:20:48
-29.625275,-51.14010667,4,30-10-2022,13:20:50
-29.625305,-51.140215,4,30-10-2022,13:20:52
-29.62533333,-51.14032333,4,30-10-2022,13:20:54
-29.62536,-51.14043,4,30-10-2022,13:20:56
-29.62538833,-51.14057667,4,30-10-2022,13:20:59
-29.62540667,-51.140715,4,30-10-2022,13:21:02
-29.62540667,-51.140715,4,30-10-2022,13:21:02
-29.62541833,-51.14084167,4,30-10-2022,13:21:05
-29.62542667,-51.14097167,4,30-10-2022,13:21:08
-29.62544,-51.14111333,4,30-10-2022,13:21:11
-29.62544,-51.14124667,4,30-10-2022,13:21:14
-29.62543833,-51.14138167,4,30-10-2022,13:21:17
-29.62544,-51.14151167,4,30-10-2022,13:21:20
-29.62544667,-51.14164333,4,30-10-2022,13:21:23
-29.62543833,-51.141765,4,30-10-2022,13:21:26
-29.62543,-51.141885,4,30-10-2022,13:21:29
-29.62542667,-51.142015,4,30-10-2022,13:21:32
-29.62543167,-51.14214333,4,30-10-2022,13:21:35
-29.62543167,-51.14227,4,30-10-2022,13:21:38
-29.62543167,-51.14227,4,30-10-2022,13:21:38
-29.62542833,-51.14240167,4,30-10-2022,13:21:41
-29.62543333,-51.14252333,4,30-10-2022,13:21:44
-29.62542167,-51.14264,4,30-10-2022,13:21:47
-29.62541333,-51.14277333,4,30-10-2022,13:21:50
-29.62540333,-51.14289667,4,30-10-2022,13:21:53
-29.62540167,-51.143035,4,30-10-2022,13:21:56
-29.62539833,-51.14317167,4,30-10-2022,13:21:59
-29.62539667,-51.14329667,4,30-10-2022,13:22:02
-29.62540167,-51.14343,4,30-10-2022,13:22:05
-29.62539167,-51.14355667,4,30-10-2022,13:22:08
-29.625385,-51.143685,4,30-10-2022,13:22:11
-29.625385,-51.143685,4,30-10-2022,13:22:11
-29.62538167,-51.14381833,4,30-10-2022,13:22:14
-29.625375,-51.14394667,4,30-10-2022,13:22:17
-29.62536667,-51.144075,4,30-10-2022,13:22:20
-29.62537,-51.14419,4,30-10-2022,13:22:23
-29.625365,-51.144315,4,30-10-2022,13:22:26
-29.62536,-51.14444333,4,30-10-2022,13:22:29
-29.62535667,-51.14456167,4,30-10-2022,13:22:32
-29.62535167,-51.14468833,4,30-10-2022,13:22:35
-29.62534667,-51.14481,4,30-10-2022,13:22:38
-29.62534667,-51.14492667,4,30-10-2022,13:22:41
-29.62534833,-51.14504,4,30-10-2022,13:22:44
-29.62534,-51.14514833,4,30-10-2022,13:22:47
-29.62534,-51.14514833,4,30-10-2022,13:22:47
-29.62533833,-51.145265,4,30-10-2022,13:22:50
-29.625335,-51.14538333,4,30-10-2022,13:22:53
-29.62533,-51.14550167,4,30-10-2022,13:22:56
-29.62532667,-51.14562,4,30-10-2022,13:22:59
-29.625325,-51.14575333,4,30-10-2022,13:23:02
-29.62532833,-51.14587333,4,30-10-2022,13:23:05
-29.62532,-51.14599167,4,30-10-2022,13:23:08
-29.62530833,-51.14611833,4,30-10-2022,13:23:11
-29.625295,-51.146245,4,30-10-2022,13:23:14
-29.62529,-51.14637333,4,30-10-2022,13:23:17
-29.62529,-51.14649167,4,30-10-2022,13:23:20
-29.62530833,-51.14661833,4,30-10-2022,13:23:23
-29.62530833,-51.14661833,4,30-10-2022,13:23:23
-29.62530167,-51.14674167,4,30-10-2022,13:23:26
-29.62529667,-51.14686667,4,30-10-2022,13:23:29
-29.62528833,-51.147,4,30-10-2022,13:23:32
-29.62528333,-51.14714167,4,30-10-2022,13:23:35
-29.62527833,-51.14729167,4,30-10-2022,13:23:38
-29.62527833,-51.1474,6,30-10-2022,13:23:40
-29.62527333,-51.14751167,4,30-10-2022,13:23:42
-29.62527333,-51.14762833,4,30-10-2022,13:23:44
-29.62527333,-51.14774167,4,30-10-2022,13:23:46
-29.62527167,-51.147855,4,30-10-2022,13:23:48
-29.62526333,-51.14798167,4,30-10-2022,13:23:50
-29.62526,-51.148115,4,30-10-2022,13:23:52
-29.62526,-51.148115,4,30-10-2022,13:23:52
-29.62523667,-51.14824333,4,30-10-2022,13:23:54
-29.62523833,-51.14837333,4,30-10-2022,13:23:56
-29.625245,-51.14850167,4,30-10-2022,13:23:58
-29.62524667,-51.14862167,4,30-10-2022,13:24:00
-29.625245,-51.148735,4,30-10-2022,13:24:02
-29.62524,-51.14885667,4,30-10-2022,13:24:04
-29.62523333,-51.148985,4,30-10-2022,13:24:06
-29.62523833,-51.14910833,4,30-10-2022,13:24:08
-29.62523,-51.149235,4,30-10-2022,13:24:10
-29.62522833,-51.14936333,4,30-10-2022,13:24:12
-29.62522333,-51.149485,4,30-10-2022,13:24:14
-29.62521667,-51.149605,4,30-10-2022,13:24:16
-29.62521667,-51.14971333,6,30-10-2022,13:24:18
-29.62521667,-51.14982833,6,30-10-2022,13:24:20
-29.62520833,-51.14994833,4,30-10-2022,13:24:22
-29.625205,-51.15007,4,30-10-2022,13:24:24
-29.62520167,-51.15019667,4,30-10-2022,13:24:26
-29.62520167,-51.15019667,4,30-10-2022,13:24:26
-29.62519833,-51.15032,4,30-10-2022,13:24:28
-29.62518167,-51.15043667,4,30-10-2022,13:24:30
-29.62515833,-51.15057167,4,30-10-2022,13:24:32
-29.62514,-51.15072333,4,30-10-2022,13:24:34
-29.625125,-51.150895,4,30-10-2022,13:24:36
-29.62508,-51.15107167,4,30-10-2022,13:24:38
-29.62503167,-51.15125167,4,30-10-2022,13:24:40
-29.62498333,-51.15144167,4,30-10-2022,13:24:42
-29.62495833,-51.15154333,4,30-10-2022,13:24:43
-29.624925,-51.15164667,4,30-10-2022,13:24:44
-29.62489167,-51.15174833,4,30-10-2022,13:24:45
-29.62485333,-51.15184667,4,30-10-2022,13:24:46
-29.62482167,-51.15195167,4,30-10-2022,13:24:47
-29.624785,-51.15206,6,30-10-2022,13:24:48
-29.62475,-51.15217,6,30-10-2022,13:24:49
-29.62471333,-51.152275,4,30-10-2022,13:24:50
-29.62468167,-51.15237333,4,30-10-2022,13:24:51
-29.62464333,-51.152475,4,30-10-2022,13:24:52
-29.62461333,-51.152575,6,30-10-2022,13:24:53
-29.62457833,-51.15267167,6,30-10-2022,13:24:54
-29.62454667,-51.15277,4,30-10-2022,13:24:55
-29.62447667,-51.15296,4,30-10-2022,13:24:57
-29.624415,-51.15314167,4,30-10-2022,13:24:59
-29.62435667,-51.15332167,4,30-10-2022,13:25:01
-29.62435667,-51.15332167,4,30-10-2022,13:25:01
-29.62429,-51.15348833,4,30-10-2022,13:25:03
-29.62423333,-51.15365333,4,30-10-2022,13:25:05
-29.62416667,-51.153815,4,30-10-2022,13:25:07
-29.624125,-51.15398333,4,30-10-2022,13:25:09
-29.62407333,-51.15415167,4,30-10-2022,13:25:11
-29.62400667,-51.154325,4,30-10-2022,13:25:13
-29.62394667,-51.15450333,4,30-10-2022,13:25:15
-29.62389167,-51.15467833,4,30-10-2022,13:25:17
-29.62381667,-51.15486,4,30-10-2022,13:25:19
-29.623745,-51.15504667,4,30-10-2022,13:25:21
-29.623695,-51.15523667,4,30-10-2022,13:25:23
-29.623635,-51.15541667,4,30-10-2022,13:25:25
-29.62357333,-51.15560167,4,30-10-2022,13:25:27
-29.62351167,-51.15578167,4,30-10-2022,13:25:29
-29.62344333,-51.15595833,4,30-10-2022,13:25:31
-29.62338167,-51.15613667,4,30-10-2022,13:25:33
-29.62332333,-51.15630833,4,30-10-2022,13:25:35
-29.623275,-51.15647833,4,30-10-2022,13:25:37
-29.623275,-51.15647833,4,30-10-2022,13:25:37
-29.62323167,-51.15664667,4,30-10-2022,13:25:39
-29.62317667,-51.156805,4,30-10-2022,13:25:41
-29.62312,-51.15696667,6,30-10-2022,13:25:43
-29.62306,-51.15712833,6,30-10-2022,13:25:45
-29.62300667,-51.15727833,6,30-10-2022,13:25:47
-29.622955,-51.15742333,6,30-10-2022,13:25:49
-29.62290167,-51.15757,4,30-10-2022,13:25:51
-29.62284,-51.157715,4,30-10-2022,13:25:53
-29.62279833,-51.15786333,4,30-10-2022,13:25:55
-29.62275333,-51.15800333,4,30-10-2022,13:25:57
-29.622705,-51.15814167,4,30-10-2022,13:25:59
-29.622655,-51.15828,4,30-10-2022,13:26:01
-29.62260833,-51.15841833,4,30-10-2022,13:26:03
-29.62255667,-51.15856167,4,30-10-2022,13:26:05
-29.62251167,-51.15869167,6,30-10-2022,13:26:07
-29.62247167,-51.15882333,6,30-10-2022,13:26:09
-29.62242667,-51.15895833,6,30-10-2022,13:26:11
-29.6224,-51.15909833,4,30-10-2022,13:26:13
-29.6224,-51.15909833,6,30-10-2022,13:26:13
-29.62235167,-51.15923667,4,30-10-2022,13:26:15
-29.62228833,-51.15937667,4,30-10-2022,13:26:17
-29.62222333,-51.159505,4,30-10-2022,13:26:19
-29.622185,-51.15964,4,30-10-2022,13:26:21
-29.62214,-51.15976667,4,30-10-2022,13:26:23
-29.62209833,-51.159895,4,30-10-2022,13:26:25
